MUNICIPIO	CODIGO INE	POBLACION	MEDIA DE PARADOS	RENTAS NETAS DECLARADAS	ADSL	COBERTURA ADSL 10 Mbps	COBERTURA FIBRA	COBERTURA INALAMBRICAS 30 Mbps	COBERTURA LTE 4G
Hinojos	21040	3904	301,9166667	17460213	434	Entre 0 y 10	Entre 0 y 10	Entre 0 y 10	Entre 80 y 90
Huelva (capital)	21041	148101	20756,33333	1073531461	10099	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Isla Cristina	21042	21443	2450,75	80267531	1871	Entre 80 y 90	Entre 90 y 100	Entre 0 y 10	Entre 90 y 100
Jabugo	21043	2325	347,8333334	9942622	438	Entre 90 y 100	Entre 50 y 60	Entre 60 y 70	Entre 90 y 100
Lepe	21044	27406	2897,833333	107774007	1989	Entre 80 y 90	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Linares de la Sierra	21045	244	58,25000002	994470	37	Entre 80 y 90	Entre 40 y 50	Entre 0 y 10	Entre 90 y 100
Lucena del Puerto	21046	2600	137,5	17547525	152	Entre 0 y 10	Entre 0 y 10	Entre 0 y 10	Entre 80 y 90
Manzanilla	21047	2142	157,4166667	7512978	283	Entre 90 y 100	Entre 40 y 50	Entre 0 y 10	Entre 60 y 70
Marines (Los)	21048	292	62,66666667	1499997	47	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Minas de Riotinto	21049	4090	609,1666667	25378133	862	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Moguer	21050	21209	1328,833333	104332874	2121	Entre 70 y 80	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Nava (La)	21051	295	53,58333336	1006747	57	Entre 80 y 90	Entre 0 y 10	Entre 60 y 70	Entre 90 y 100
Nerva	21052	5654	968,8333333	26506679	857	Entre 30 y 40	Entre 0 y 10	Entre 0 y 10	Entre 10 y 20
Niebla	21053	3991	504,0833333	18006629	688	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Palma del Condado (La)	21054	10597	1165,166667	54395257	1129	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Palos de la Frontera	21055	10196	1206,416667	63239773	1239	Entre 90 y 100	Entre 10 y 20	Entre 0 y 10	Entre 90 y 100
Paterna del Campo	21056	3601	242,25	14742113	376	Entre 70 y 80	Entre 20 y 30	Entre 0 y 10	Entre 90 y 100
Paymogo	21057	1253	178,25	3368295	115	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Puebla de Guzmán	21058	3127	431,1666667	12686254	315	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 0 y 10
Puerto Moral	21059	283	49,49999999	834345	33	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Punta Umbría	21060	14976	2177,25	80494563	1667	Entre 60 y 70	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Rociana del Condado	21061	7673	591,5	22920423	449	Entre 70 y 80	Entre 50 y 60	Entre 70 y 80	Entre 90 y 100
Rosal de la Frontera	21062	1830	163,5	5867537	190	Entre 90 y 100	Entre 60 y 70	Entre 0 y 10	Entre 90 y 100
San Bartolomé de la Torre	21063	3610	369,8333333	16616213	516	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
San Juan del Puerto	21064	8600	1030,416667	44876403	681	Entre 90 y 100	Entre 0 y 10	Entre 20 y 30	Entre 90 y 100
San Silvestre de Guzmán	21066	699	42,66666666	2463123	54	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Sanlúcar de Guadiana	21065	461	50,91666664	979227	62	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Santa Ana la Real	21067	535	72,58333335	1972843	0	Entre 0 y 10	Entre 0 y 10	Entre 0 y 10	Entre 50 y 60
Santa Bárbara de Casa	21068	1098	85,49999995	3881829	0	Entre 0 y 10	Entre 0 y 10	Entre 0 y 10	Entre 40 y 50
Santa Olalla del Cala	21069	2023	234,0833333	8989432	332	Entre 0 y 10	Entre 0 y 10	Entre 0 y 10	Entre 0 y 10
Trigueros	21070	7822	1059,416667	40866478	1045	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Valdelarco	21071	223	23,91666668	698586	23	Entre 90 y 100	Entre 0 y 10	Entre 90 y 100	Entre 90 y 100
Valverde del Camino	21072	12766	1834	70358732	1498	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 0 y 10
Villablanca	21073	3012	254,75	8638031	278	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Villalba del Alcor	21074	3395	351	10737006	359	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Villanueva de las Cruces	21075	400	51,66666668	877937	31	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Villanueva de los Castillejos	21076	2759	298,6666667	12498304	373	Entre 0 y 10	Entre 0 y 10	Entre 0 y 10	Entre 10 y 20
Villarrasa	21077	2219	181	9280245	275	Entre 10 y 20	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Zalamea la Real	21078	3329	516,5	17465968	572	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Zufre	21079	896	130,5833334	2985257	145	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Albanchez de Mágina	23001	1179	71,08333336	4300290	74	Entre 70 y 80	Entre 0 y 10	Entre 0 y 10	Entre 50 y 60
Alcalá la Real	23002	22682	1546,333333	115882236	2329	Entre 80 y 90	Entre 60 y 70	Entre 70 y 80	Entre 80 y 90
Alcaudete	23003	11008	875,7499999	51225740	1026	Entre 80 y 90	Entre 0 y 10	Entre 60 y 70	Entre 90 y 100
Aldeaquemada	23004	540	41,75	2106398	70	Entre 80 y 90	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Andújar	23005	38885	5230,833333	184510666	3460	Entre 80 y 90	Entre 20 y 30	Entre 0 y 10	Entre 90 y 100
Arjona	23006	5764	395,9166667	25165247	983	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Arjonilla	23007	3793	231,9166667	15866041	660	Entre 90 y 100	Entre 90 y 100	Entre 0 y 10	Entre 90 y 100
Arquillos	23008	1948	188,5	5702253	202	Entre 50 y 60	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Arroyo del Ojanco	23905	2505	139,9166667	8829635	358	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 80 y 90
Baeza	23009	16302	1521,916667	94680861	2083	Entre 80 y 90	Entre 20 y 30	Entre 0 y 10	Entre 90 y 100
Bailén	23010	18616	3118,916667	71271809	1315	Entre 80 y 90	Entre 90 y 100	Entre 0 y 10	Entre 90 y 100
Baños de la Encina	23011	2679	370,6666667	9945389	348	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Beas de Segura	23012	5642	532,5833334	21125453	753	Entre 80 y 90	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Bedmar y Garcíez	23902	2969	188,1666666	10935600	312	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Begíjar	23014	3135	263,8333333	11749299	399	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Bélmez de la Moraleda	23015	1726	163,0833333	5494035	162	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Benatae	23016	531	36,33333335	1877070	76	Entre 0 y 10	Entre 0 y 10	Entre 80 y 90	Entre 80 y 90
Cabra del Santo Cristo	23017	1996	156,4166667	7277724	266	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Cambil	23018	2861	220,0833334	8845560	254	Entre 90 y 100	Entre 0 y 10	Entre 80 y 90	Entre 90 y 100
Campillo de Arenas	23019	2014	129,5	7754079	336	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Canena	23020	2018	154,8333333	10357688	130	Entre 0 y 10	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Carboneros	23021	647	88,08333331	1828238	86	Entre 0 y 10	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Cárcheles	23901	1466	116	5753372	232	Entre 60 y 70	Entre 0 y 10	Entre 90 y 100	Entre 90 y 100
Carolina (La)	23024	15899	3080,666667	78353582	1930	Entre 70 y 80	Entre 90 y 100	Entre 0 y 10	Entre 90 y 100
Castellar	23025	3504	220,5833333	13248174	587	Entre 90 y 100	Entre 0 y 10	Entre 80 y 90	Entre 90 y 100
Castillo de Locubín	23026	4526	199,0833333	19656917	538	Entre 80 y 90	Entre 0 y 10	Entre 0 y 10	Entre 80 y 90
Cazalilla	23027	902	64,99999996	2712845	85	Entre 30 y 40	Entre 0 y 10	Entre 0 y 10	Entre 0 y 10
Cazorla	23028	7929	741,25	39126382	1405	Entre 90 y 100	Entre 90 y 100	Entre 0 y 10	Entre 90 y 100
Chiclana de Segura	23029	1084	37,66666665	3503032	142	Entre 70 y 80	Entre 0 y 10	Entre 80 y 90	Entre 40 y 50
Chilluévar	23030	1578	71,16666666	5557022	107	Entre 60 y 70	Entre 0 y 10	Entre 80 y 90	Entre 70 y 80
Escañuela	23031	960	48,58333334	4268570	143	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Espeluy	23032	715	82,33333336	2378815	48	Entre 10 y 20	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Frailes	23033	1681	67,25	6666091	205	Entre 80 y 90	Entre 0 y 10	Entre 0 y 10	Entre 0 y 10
Fuensanta de Martos	23034	3226	215,7500001	13275923	501	Entre 80 y 90	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Fuerte del Rey	23035	1410	107,3333333	5940367	258	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Génave	23037	613	31,25	2171445	87	Entre 50 y 60	Entre 0 y 10	Entre 0 y 10	Entre 40 y 50
Guardia de Jaén (La)	23038	4654	370	39462453	853	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Guarromán	23039	2925	455,4166666	8664027	433	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Higuera de Calatrava	23041	645	22,33333334	2318330	119	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 50 y 60
Hinojares	23042	395	35,74999999	1046997	48	Entre 0 y 10	Entre 0 y 10	Entre 80 y 90	Entre 20 y 30
Hornos	23043	677	30,58333331	2285261	74	Entre 40 y 50	Entre 0 y 10	Entre 70 y 80	Entre 90 y 100
Huelma	23044	6141	621,5833333	24028255	923	Entre 90 y 100	Entre 0 y 10	Entre 80 y 90	Entre 90 y 100
Huesa	23045	2622	88,58333336	7945476	327	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 0 y 10
Ibros	23046	3038	300	11664284	379	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Iruela (La)	23047	2090	151,75	6634892	198	Entre 40 y 50	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Iznatoraf	23048	1054	37,16666666	3971752	182	Entre 0 y 10	Entre 0 y 10	Entre 20 y 30	Entre 90 y 100
Jabalquinto	23049	2300	151,3333333	8088533	262	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 50 y 60
Jaén (capital)	23050	116176	13056,91667	960533355	11767	Entre 80 y 90	Entre 90 y 100	Entre 80 y 90	Entre 90 y 100
Jamilena	23051	3507	302,4166667	14419276	474	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Jimena	23052	1378	90,08333332	4877700	178	Entre 60 y 70	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Jódar	23053	12155	872,25	35104610	649	Entre 90 y 100	Entre 10 y 20	Entre 0 y 10	Entre 90 y 100
Lahiguera	23040	1833	88,08333334	7383751	181	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 50 y 60
Larva	23054	487	15,41666667	1614480	0	Entre 0 y 10	Entre 0 y 10	Entre 0 y 10	Entre 70 y 80
Linares	23055	60740	9064,833333	352142683	4355	Entre 70 y 80	Entre 80 y 90	Entre 90 y 100	Entre 90 y 100
Lopera	23056	3882	263,1666667	16357129	494	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Lupión	23057	938	61,75000002	2998508	139	Entre 0 y 10	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Mancha Real	23058	11353	1045,583333	58519996	998	Entre 80 y 90	Entre 90 y 100	Entre 80 y 90	Entre 90 y 100
Marmolejo	23059	7252	730,8333333	32057185	1278	Entre 90 y 100	Entre 90 y 100	Entre 0 y 10	Entre 90 y 100
Martos	23060	24585	2493,25	152854357	1669	Entre 80 y 90	Entre 60 y 70	Entre 0 y 10	Entre 90 y 100
Mengíbar	23061	9973	1226,416667	43524645	797	Entre 90 y 100	Entre 10 y 20	Entre 0 y 10	Entre 90 y 100
Montizón	23062	1845	55,16666666	6265935	223	Entre 60 y 70	Entre 0 y 10	Entre 70 y 80	Entre 60 y 70
Navas de San Juan	23063	4895	381	17035814	678	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Noalejo	23064	2012	76,24999999	6697670	249	Entre 50 y 60	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Orcera	23065	1983	173,0833333	8967616	282	Entre 90 y 100	Entre 0 y 10	Entre 90 y 100	Entre 90 y 100
Peal de Becerro	23066	5468	387,5	24441681	802	Entre 80 y 90	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Pegalajar	23067	3073	293,5	11936572	469	Entre 90 y 100	Entre 0 y 10	Entre 80 y 90	Entre 90 y 100
Porcuna	23069	6727	330,75	31295052	936	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Pozo Alcón	23070	5165	571,0833333	18956610	550	Entre 90 y 100	Entre 0 y 10	Entre 90 y 100	Entre 90 y 100
Puente de Génave	23071	2260	186,0833333	9511116	328	Entre 80 y 90	Entre 0 y 10	Entre 80 y 90	Entre 90 y 100
Puerta de Segura (La)	23072	2591	197,5833333	11145377	455	Entre 80 y 90	Entre 0 y 10	Entre 90 y 100	Entre 90 y 100
Quesada	23073	5705	438	21816834	759	Entre 80 y 90	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Rus	23074	3740	452,4166666	14329781	173	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Sabiote	23075	4143	439,8333333	16416993	613	Entre 90 y 100	Entre 70 y 80	Entre 50 y 60	Entre 90 y 100
Santa Elena	23076	970	165,6666667	3581244	165	Entre 50 y 60	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Santiago de Calatrava	23077	795	26,16666668	3209635	118	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 20 y 30
Santiago-Pontones	23904	3491	169,8333334	10128056	335	Entre 30 y 40	Entre 0 y 10	Entre 0 y 10	Entre 70 y 80
Santisteban del Puerto	23079	4758	322,0833334	17274598	741	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Santo Tomé	23080	2430	120,6666666	7981516	136	Entre 90 y 100	Entre 0 y 10	Entre 90 y 100	Entre 90 y 100
Segura de la Sierra	23081	1949	137,8333334	8392354	298	Entre 40 y 50	Entre 0 y 10	Entre 30 y 40	Entre 90 y 100
Siles	23082	2387	177,4166667	10280692	356	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Sorihuela del Guadalimar	23084	1317	94,99999997	4179716	186	Entre 50 y 60	Entre 0 y 10	Entre 0 y 10	Entre 80 y 90
Torreblascopedro	23085	2789	1484,583333	9148809	313	Entre 90 y 100	Entre 70 y 80	Entre 0 y 10	Entre 90 y 100
Torre del Campo	23086	14729	184,4166666	73779492	1027	Entre 70 y 80	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Torredonjimeno	23087	14116	1547,416667	80450787	1046	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Torreperogil	23088	7649	1006,25	30916754	1096	Entre 90 y 100	Entre 90 y 100	Entre 0 y 10	Entre 90 y 100
Torres	23090	1592	83,83333336	6683943	209	Entre 90 y 100	Entre 0 y 10	Entre 90 y 100	Entre 90 y 100
Torres de Albánchez	23091	915	66,41666664	2958750	105	Entre 60 y 70	Entre 0 y 10	Entre 70 y 80	Entre 50 y 60
Úbeda	23092	35514	4142,166667	230701112	4181	Entre 70 y 80	Entre 80 y 90	Entre 80 y 90	Entre 90 y 100
Valdepeñas de Jaén	23093	4045	139,1666666	15201144	679	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Vilches	23094	4768	540,3333334	21337259	499	Entre 80 y 90	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Villacarrillo	23095	11263	616,0833333	51530409	1807	Entre 90 y 100	Entre 80 y 90	Entre 80 y 90	Entre 90 y 100
Villanueva de la Reina	23096	3301	273,6666667	14032798	377	Entre 80 y 90	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Villanueva del Arzobispo	23097	8768	517,3333333	35636897	1373	Entre 90 y 100	Entre 90 y 100	Entre 0 y 10	Entre 90 y 100
Villardompardo	23098	1081	52,41666668	4160275	151	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 60 y 70
Villares (Los)	23099	6013	312,5833333	29975850	843	Entre 80 y 90	Entre 80 y 90	Entre 0 y 10	Entre 90 y 100
Villarrodrigo	23101	464	22,83333333	1905069	59	Entre 50 y 60	Entre 0 y 10	Entre 0 y 10	Entre 40 y 50
Villatorres	23903	4472	290	17410256	649	Entre 80 y 90	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Málaga		1652999	206139,9167	8946161285	213935	Entre 80 y 90	Entre 40 y 50	Entre 0 y 10	Entre 90 y 100
Alameda	29001	5455	495,0833333	18149488	189	Entre 20 y 30	Entre 0 y 10	Entre 30 y 40	Entre 70 y 80
Alcaucín	29002	2832	200,8333333	7779264	207	Entre 90 y 100	Entre 0 y 10	Entre 90 y 100	Entre 0 y 10
Alfarnate	29003	1240	95,74999998	3726718	120	Entre 10 y 20	Entre 0 y 10	Entre 90 y 100	Entre 20 y 30
Alfarnatejo	29004	515	38,66666666	1006996	19	Entre 90 y 100	Entre 50 y 60	Entre 50 y 60	Entre 90 y 100
Algarrobo	29005	6601	691,6666667	22894974	994	Entre 0 y 10	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Algatocín	29006	866	133,3333334	1864739	48	Entre 50 y 60	Entre 80 y 90	Entre 0 y 10	Entre 90 y 100
Alhaurín de la Torre	29007	38067	4747,833333	247395974	5296	Entre 80 y 90	Entre 90 y 100	Entre 0 y 10	Entre 90 y 100
Alhaurín el Grande	29008	24249	3116,833333	77309689	1774	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Almáchar	29009	1915	199,0833333	4776995	136	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Almargen	29010	2045	198,1666666	9360074	344	Entre 60 y 70	Entre 0 y 10	Entre 0 y 10	Entre 80 y 90
Almogía	29011	4168	585,5833334	9775218	373	Entre 50 y 60	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Álora	29012	13342	2222,666667	42593187	1356	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Alozaina	29013	2206	289,8333334	7052810	258	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Alpandeire	29014	271	31,66666666	495431	29	Entre 80 y 90	Entre 80 y 90	Entre 0 y 10	Entre 90 y 100
Antequera	29015	41620	4767,583333	248697459	4624	Entre 0 y 10	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Árchez	29016	487	41,58333334	886210	33	Entre 80 y 90	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Archidona	29017	8705	867,25	40857310	1229	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Ardales	29018	2588	280,4166666	9800776	373	Entre 80 y 90	Entre 0 y 10	Entre 90 y 100	Entre 10 y 20
Arenas	29019	1397	115,25	3581710	137	Entre 70 y 80	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Arriate	29020	4075	597	17260151	430	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Atajate	29021	142	25,58333332	388452	16	Entre 80 y 90	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Benadalid	29022	258	19,66666665	655075	12	Entre 50 y 60	Entre 50 y 60	Entre 0 y 10	Entre 90 y 100
Benahavís	29023	6380	231,8333334	27930541	2624	Entre 0 y 10	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Benalauría	29024	492	54,58333335	1149880	33	Entre 50 y 60	Entre 80 y 90	Entre 80 y 90	Entre 90 y 100
Benalmádena	29025	69002	7514,25	391702871	11684	Entre 90 y 100	Entre 0 y 10	Entre 80 y 90	Entre 20 y 30
Benamargosa	29026	1613	112	4328862	187	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100	Entre 90 y 100
Benamocarra	29027	3084	305,5833333	9537084	1	Entre 60 y 70	Entre 0 y 10	Entre 0 y 10	Entre 0 y 10
Benaoján	29028	1531	271,5	4984151	185	Entre 10 y 20	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Benarrabá	29029	544	66,83333334	1297905	57	Entre 0 y 10	Entre 0 y 10	Entre 0 y 10	Entre 80 y 90
Borge (El)	29030	984	121,8333333	2591222	38	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 0 y 10
Burgo (El)	29031	1947	255,6666667	6080943	200	Entre 90 y 100	Entre 90 y 100	Entre 0 y 10	Entre 90 y 100
Campillos	29032	8677	1009,166667	40163990	1362	Entre 70 y 80	Entre 0 y 10	Entre 90 y 100	Entre 50 y 60
Canillas de Aceituno	29033	1851	190,6666666	4838804	127	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 80 y 90
Canillas de Albaida	29034	979	78,33333332	2382252	113	Entre 80 y 90	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Cañete la Real	29035	1812	204,75	6495829	254	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Carratraca	29036	816	113,9166666	2393364	103	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Cartajima	29037	250	22,08333334	839312	24	Entre 80 y 90	Entre 50 y 60	Entre 0 y 10	Entre 90 y 100
Cártama	29038	24242	3436,416667	105786158	2541	Entre 70 y 80	Entre 0 y 10	Entre 0 y 10	Entre 80 y 90
Casabermeja	29039	3651	419,6666667	13821313	516	Entre 90 y 100	Entre 0 y 10	Entre 90 y 100	Entre 40 y 50
Casarabonela	29040	2690	305,1666667	9108594	327	Entre 50 y 60	Entre 40 y 50	Entre 0 y 10	Entre 90 y 100
Casares	29041	5754	487,6666667	22665238	1475	Entre 70 y 80	Entre 90 y 100	Entre 90 y 100	Entre 90 y 100
Coín	29042	22536	3193,666667	85796628	1973	Entre 70 y 80	Entre 20 y 30	Entre 50 y 60	Entre 90 y 100
Colmenar	29043	3583	440,75	10996079	434	Entre 20 y 30	Entre 0 y 10	Entre 30 y 40	Entre 70 y 80
Comares	29044	1583	88,08333335	2795844	43	Entre 90 y 100	Entre 0 y 10	Entre 80 y 90	Entre 90 y 100
Cómpeta	29045	3885	345,5	10577577	499	Entre 80 y 90	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Cortes de la Frontera	29046	3461	586,1666667	12456918	378	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 60 y 70
Cuevas Bajas	29047	1451	136,8333333	5109359	190	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Cuevas de San Marcos	29049	4029	312,1666667	5818235	419	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 0 y 10
Cuevas del Becerro	29048	1704	215,9166667	13900872	213	Entre 30 y 40	Entre 0 y 10	Entre 40 y 50	Entre 40 y 50
Cútar	29050	661	52,5	1542763	40	Entre 60 y 70	Entre 70 y 80	Entre 80 y 90	Entre 90 y 100
Estepona	29051	67986	7565,833333	326948481	10351	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Faraján	29052	246	15,74999999	746562	27	Entre 80 y 90	Entre 80 y 90	Entre 80 y 90	Entre 90 y 100
Frigiliana	29053	3395	337,5833334	11520327	699	Entre 70 y 80	Entre 90 y 100	Entre 0 y 10	Entre 90 y 100
Fuengirola	29054	77397	8022,583333	340183651	8810	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Fuente de Piedra	29055	2733	209,25	10746935	357	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 50 y 60
Gaucín	29056	1647	186,5833334	4987548	272	Entre 0 y 10	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Genalguacil	29057	499	37,9166667	1289674	32	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Guaro	29058	2284	255	6236818	222	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Humilladero	29059	3430	358	12208475	204	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Igualeja	29060	823	67,08333333	3063522	98	Entre 90 y 100	Entre 10 y 20	Entre 0 y 10	Entre 10 y 20
Istán	29061	1398	165,5	6560409	298	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100	Entre 90 y 100
Iznate	29062	943	95,58333332	2246536	0	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 80 y 90
Jimera de Líbar	29063	461	53,50000004	1275888	51	Entre 0 y 10	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Jubrique	29064	712	69,66666668	1678794	39	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Júzcar	29065	239	21,5	462625	30	Entre 90 y 100	Entre 0 y 10	Entre 50 y 60	Entre 90 y 100
Macharaviaya	29066	500	57,00000001	1130977	46	Entre 60 y 70	Entre 90 y 100	Entre 70 y 80	Entre 90 y 100
Málaga (capital)	29067	568479	82196,58333	3690606300	58447	Entre 80 y 90	Entre 80 y 90	Entre 0 y 10	Entre 90 y 100
Manilva	29068	14600	1403,833333	59538790	3822	Entre 60 y 70	Entre 80 y 90	Entre 80 y 90	Entre 90 y 100
Marbella	29069	142018	15534,66667	796659896	29771	Entre 40 y 50	Entre 30 y 40	Entre 20 y 30	Entre 90 y 100
Mijas	29070	85600	8608,083333	345905318	13371	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100	Entre 90 y 100
Moclinejo	29071	1283	144,5833333	2238981	0	Entre 80 y 90	Entre 70 y 80	Entre 0 y 10	Entre 90 y 100
Mollina	29072	5185	411,4166667	17546196	487	Entre 90 y 100	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Monda	29073	2383	337,4166666	8900614	369	Entre 0 y 10	Entre 0 y 10	Entre 0 y 10	Entre 90 y 100
Montejaque	29074	1010	109,6666667	3841620	121	Entre 0 y 10	Entre 0 y 10	Entre 0 y 10	Entre 30 y 40
Nerja	29075	22918	2890,166667	87030115	3221	Entre 70 y 80	Entre 80 y 90	Entre 90 y 100	Entre 90 y 100
Ojén	29076	3293	369,6666667	16703164	967	Entre 90 y 100	Entre 10 y 20	Entre 90 y 100	Entre 90 y 100
